55	2019-06-25	17:07:00	[0.1109619140625, 0.6478271484375, 0.73260498046875, -0.1766357421875]
56	2019-06-25	17:07:00	[0.1136474609375, 0.647705078125, 0.73187255859375, -0.178466796875]
57	2019-06-25	17:07:00	[0.1162109375, 0.64764404296875, 0.7310791015625, -0.18023681640625]
58	2019-06-25	17:07:00	[0.1187744140625, 0.64752197265625, 0.7303466796875, -0.18194580078125]
59	2019-06-25	17:07:00	[0.12127685546875, 0.6473388671875, 0.72967529296875, -0.18365478515625]
60	2019-06-25	17:07:00	[0.123779296875, 0.647216796875, 0.72894287109375, -0.18536376953125]
61	2019-06-25	17:07:00	[0.126220703125, 0.64715576171875, 0.72821044921875, -0.18695068359375]
62	2019-06-25	17:07:00	[0.1285400390625, 0.64703369140625, 0.72747802734375, -0.18853759765625]
63	2019-06-25	17:07:00	[0.13079833984375, 0.6468505859375, 0.726806640625, -0.1900634765625]
64	2019-06-25	17:07:00	[0.1329345703125, 0.6466064453125, 0.7261962890625, -0.191650390625]
65	2019-06-25	17:07:00	[0.135009765625, 0.6463623046875, 0.72564697265625, -0.1932373046875]
66	2019-06-25	17:07:00	[0.13702392578125, 0.64605712890625, 0.72515869140625, -0.19482421875]
67	2019-06-25	17:07:00	[0.13897705078125, 0.64569091796875, 0.72467041015625, -0.1964111328125]
68	2019-06-25	17:07:00	[0.140869140625, 0.645263671875, 0.7242431640625, -0.19793701171875]
69	2019-06-25	17:07:00	[0.1427001953125, 0.64471435546875, 0.72393798828125, -0.19952392578125]
70	2019-06-25	17:07:00	[0.14447021484375, 0.64410400390625, 0.72369384765625, -0.201171875]
71	2019-06-25	17:07:00	[0.1461181640625, 0.64337158203125, 0.7235107421875, -0.20281982421875]
72	2019-06-25	17:07:00	[0.14764404296875, 0.642578125, 0.7235107421875, -0.20440673828125]
73	2019-06-25	17:07:00	[0.1490478515625, 0.6417236328125, 0.72357177734375, -0.2059326171875]
74	2019-06-25	17:07:00	[0.150390625, 0.6407470703125, 0.7236328125, -0.20745849609375]
75	2019-06-25	17:07:00	[0.151611328125, 0.6397705078125, 0.72381591796875, -0.20904541015625]
76	2019-06-25	17:07:00	[0.15283203125, 0.638671875, 0.72412109375, -0.21063232421875]
77	2019-06-25	17:07:00	[0.15399169921875, 0.63739013671875, 0.7244873046875, -0.2122802734375]
78	2019-06-25	17:07:00	[0.1551513671875, 0.635986328125, 0.7249755859375, -0.2138671875]
79	2019-06-25	17:07:00	[0.15631103515625, 0.6346435546875, 0.7254638671875, -0.21539306640625]
80	2019-06-25	17:07:00	[0.15740966796875, 0.6334228515625, 0.72589111328125, -0.21685791015625]
81	2019-06-25	17:07:00	[0.15850830078125, 0.63232421875, 0.7261962890625, -0.21826171875]
82	2019-06-25	17:07:00	[0.15960693359375, 0.63134765625, 0.726318359375, -0.21966552734375]
83	2019-06-25	17:07:00	[0.16070556640625, 0.630615234375, 0.72637939453125, -0.220947265625]
84	2019-06-25	17:07:00	[0.161865234375, 0.63006591796875, 0.7261962890625, -0.22216796875]
85	2019-06-25	17:07:00	[0.1629638671875, 0.62969970703125, 0.72589111328125, -0.22332763671875]
86	2019-06-25	17:07:00	[0.16412353515625, 0.6295166015625, 0.7254638671875, -0.22454833984375]
87	2019-06-25	17:07:00	[0.165283203125, 0.62945556640625, 0.72491455078125, -0.22564697265625]
88	2019-06-25	17:07:00	[0.16644287109375, 0.62945556640625, 0.72430419921875, -0.22674560546875]
89	2019-06-25	17:07:00	[0.1676025390625, 0.62933349609375, 0.7237548828125, -0.22784423828125]
90	2019-06-25	17:07:00	[0.16876220703125, 0.629150390625, 0.7232666015625, -0.22894287109375]
91	2019-06-25	17:07:00	[0.1697998046875, 0.62884521484375, 0.7230224609375, -0.2301025390625]
92	2019-06-25	17:07:00	[0.1707763671875, 0.62835693359375, 0.72283935546875, -0.231201171875]
93	2019-06-25	17:07:00	[0.1717529296875, 0.6278076171875, 0.7227783203125, -0.23223876953125]
94	2019-06-25	17:07:00	[0.172607421875, 0.62713623046875, 0.72271728515625, -0.23333740234375]
95	2019-06-25	17:07:00	[0.1734619140625, 0.62652587890625, 0.72271728515625, -0.23443603515625]
96	2019-06-25	17:07:00	[0.17431640625, 0.6258544921875, 0.7227783203125, -0.23553466796875]
97	2019-06-25	17:07:00	[0.1751708984375, 0.6251220703125, 0.7227783203125, -0.236572265625]
98	2019-06-25	17:07:00	[0.176025390625, 0.62451171875, 0.7227783203125, -0.23760986328125]
99	2019-06-25	17:07:00	[0.1768798828125, 0.62408447265625, 0.72265625, -0.2386474609375]
100	2019-06-25	17:07:00	[0.17877197265625, 0.62359619140625, 0.72198486328125, -0.24053955078125]
101	2019-06-25	17:07:01	[0.1796875, 0.62353515625, 0.72149658203125, -0.24139404296875]
102	2019-06-25	17:07:01	[0.1806640625, 0.62359619140625, 0.72088623046875, -0.24224853515625]
103	2019-06-25	17:07:01	[0.18170166015625, 0.62371826171875, 0.72027587890625, -0.2430419921875]
104	2019-06-25	17:07:01	[0.1827392578125, 0.62384033203125, 0.71966552734375, -0.24383544921875]
105	2019-06-25	17:07:01	[0.18389892578125, 0.62396240234375, 0.71905517578125, -0.2445068359375]
106	2019-06-25	17:07:01	[0.18511962890625, 0.6241455078125, 0.71832275390625, -0.2451171875]
107	2019-06-25	17:07:01	[0.1864013671875, 0.6243896484375, 0.71759033203125, -0.24566650390625]
108	2019-06-25	17:07:01	[0.1876220703125, 0.6246337890625, 0.7169189453125, -0.24615478515625]
109	2019-06-25	17:07:01	[0.18890380859375, 0.6248779296875, 0.7161865234375, -0.24658203125]
110	2019-06-25	17:07:01	[0.19024658203125, 0.6251220703125, 0.71551513671875, -0.24700927734375]
111	2019-06-25	17:07:01	[0.1915283203125, 0.62542724609375, 0.71478271484375, -0.247314453125]
112	2019-06-25	17:07:01	[0.19287109375, 0.6256103515625, 0.714111328125, -0.2476806640625]
113	2019-06-25	17:07:01	[0.19415283203125, 0.62579345703125, 0.7135009765625, -0.248046875]
114	2019-06-25	17:07:01	[0.19537353515625, 0.6259765625, 0.712890625, -0.24835205078125]
115	2019-06-25	17:07:01	[0.19659423828125, 0.62615966796875, 0.7122802734375, -0.24871826171875]
116	2019-06-25	17:07:01	[0.19781494140625, 0.6263427734375, 0.711669921875, -0.2490234375]
117	2019-06-25	17:07:01	[0.198974609375, 0.62652587890625, 0.71112060546875, -0.24932861328125]
118	2019-06-25	17:07:01	[0.20013427734375, 0.6265869140625, 0.7105712890625, -0.24969482421875]
119	2019-06-25	17:07:01	[0.20123291015625, 0.6265869140625, 0.71014404296875, -0.25006103515625]
120	2019-06-25	17:07:01	[0.20233154296875, 0.6265869140625, 0.709716796875, -0.25042724609375]
121	2019-06-25	17:07:01	[0.2034912109375, 0.62652587890625, 0.70928955078125, -0.2508544921875]
122	2019-06-25	17:07:01	[0.20458984375, 0.62646484375, 0.7088623046875, -0.25128173828125]
123	2019-06-25	17:07:01	[0.20562744140625, 0.62640380859375, 0.70843505859375, -0.251708984375]
124	2019-06-25	17:07:01	[0.20660400390625, 0.62628173828125, 0.70806884765625, -0.252197265625]
125	2019-06-25	17:07:01	[0.20745849609375, 0.62615966796875, 0.707763671875, -0.252685546875]
126	2019-06-25	17:07:01	[0.2083740234375, 0.6259765625, 0.70751953125, -0.253173828125]
127	2019-06-25	17:07:01	[0.2401123046875, 0.63262939453125, 0.6856689453125, -0.2681884765625]
128	2019-06-25	17:07:01	[0.24029541015625, 0.63275146484375, 0.6854248046875, -0.2681884765625]
129	2019-06-25	17:07:01	[0.240478515625, 0.63287353515625, 0.685302734375, -0.2681884765625]
130	2019-06-25	17:07:01	[0.2406005859375, 0.6329345703125, 0.6851806640625, -0.2681884765625]
131	2019-06-25	17:07:01	[0.24072265625, 0.63299560546875, 0.68505859375, -0.2681884765625]
132	2019-06-25	17:07:01	[0.24078369140625, 0.633056640625, 0.68499755859375, -0.2681884765625]
133	2019-06-25	17:07:01	[0.2408447265625, 0.63311767578125, 0.6849365234375, -0.26824951171875]
134	2019-06-25	17:07:01	[0.24090576171875, 0.63311767578125, 0.68487548828125, -0.26824951171875]
135	2019-06-25	17:07:01	[0.240966796875, 0.63311767578125, 0.684814453125, -0.268310546875]
136	2019-06-25	17:07:01	[0.240966796875, 0.63311767578125, 0.684814453125, -0.26837158203125]
137	2019-06-25	17:07:01	[0.24102783203125, 0.6331787109375, 0.68475341796875, -0.2684326171875]
138	2019-06-25	17:07:01	[0.24102783203125, 0.6331787109375, 0.6846923828125, -0.26849365234375]
139	2019-06-25	17:07:01	[0.24102783203125, 0.63311767578125, 0.6846923828125, -0.2685546875]
140	2019-06-25	17:07:01	[0.24102783203125, 0.633056640625, 0.68475341796875, -0.2686767578125]
141	2019-06-25	17:07:01	[0.240966796875, 0.6329345703125, 0.684814453125, -0.268798828125]
142	2019-06-25	17:07:01	[0.240966796875, 0.6328125, 0.68487548828125, -0.26898193359375]
143	2019-06-25	17:07:01	[0.24090576171875, 0.63262939453125, 0.68499755859375, -0.26910400390625]
144	2019-06-25	17:07:01	[0.24078369140625, 0.63250732421875, 0.68511962890625, -0.26934814453125]
145	2019-06-25	17:07:01	[0.24072265625, 0.63238525390625, 0.6851806640625, -0.26947021484375]
146	2019-06-25	17:07:01	[0.24066162109375, 0.63226318359375, 0.68524169921875, -0.26959228515625]
147	2019-06-25	17:07:01	[0.2406005859375, 0.63226318359375, 0.68524169921875, -0.2696533203125]
148	2019-06-25	17:07:01	[0.24053955078125, 0.63238525390625, 0.6851806640625, -0.2696533203125]
149	2019-06-25	17:07:01	[0.240478515625, 0.632568359375, 0.68505859375, -0.2696533203125]
150	2019-06-25	17:07:01	[0.24041748046875, 0.63275146484375, 0.68487548828125, -0.26959228515625]
151	2019-06-25	17:07:01	[0.24041748046875, 0.63299560546875, 0.6846923828125, -0.26953125]
152	2019-06-25	17:07:01	[0.24041748046875, 0.63323974609375, 0.68450927734375, -0.26947021484375]
153	2019-06-25	17:07:01	[0.240478515625, 0.633544921875, 0.68426513671875, -0.26934814453125]
154	2019-06-25	17:07:01	[0.240478515625, 0.63385009765625, 0.68402099609375, -0.26922607421875]
155	2019-06-25	17:07:01	[0.240478515625, 0.6341552734375, 0.68377685546875, -0.26910400390625]
156	2019-06-25	17:07:01	[0.24053955078125, 0.63446044921875, 0.68353271484375, -0.26898193359375]
157	2019-06-25	17:07:01	[0.24053955078125, 0.63470458984375, 0.68328857421875, -0.2689208984375]
158	2019-06-25	17:07:01	[0.2406005859375, 0.6348876953125, 0.68316650390625, -0.26885986328125]
159	2019-06-25	17:07:01	[0.2406005859375, 0.635009765625, 0.68304443359375, -0.268798828125]
160	2019-06-25	17:07:01	[0.24053955078125, 0.6351318359375, 0.6829833984375, -0.268798828125]
161	2019-06-25	17:07:01	[0.24053955078125, 0.6351318359375, 0.68292236328125, -0.26885986328125]
162	2019-06-25	17:07:01	[0.240478515625, 0.6351318359375, 0.68292236328125, -0.26898193359375]
163	2019-06-25	17:07:01	[0.24041748046875, 0.63507080078125, 0.6829833984375, -0.26910400390625]
164	2019-06-25	17:07:01	[0.2403564453125, 0.63494873046875, 0.68304443359375, -0.26922607421875]
165	2019-06-25	17:07:01	[0.24029541015625, 0.63482666015625, 0.68310546875, -0.2694091796875]
166	2019-06-25	17:07:01	[0.24029541015625, 0.634765625, 0.68310546875, -0.26959228515625]
167	2019-06-25	17:07:01	[0.24029541015625, 0.63470458984375, 0.68304443359375, -0.269775390625]
168	2019-06-25	17:07:01	[0.2403564453125, 0.63470458984375, 0.6829833984375, -0.26995849609375]
169	2019-06-25	17:07:01	[0.24041748046875, 0.6346435546875, 0.682861328125, -0.2701416015625]
170	2019-06-25	17:07:01	[0.24053955078125, 0.6346435546875, 0.68280029296875, -0.27032470703125]
171	2019-06-25	17:07:01	[0.24072265625, 0.6346435546875, 0.68267822265625, -0.2705078125]
172	2019-06-25	17:07:01	[0.2408447265625, 0.6346435546875, 0.68255615234375, -0.2706298828125]
173	2019-06-25	17:07:01	[0.24102783203125, 0.6346435546875, 0.68243408203125, -0.27081298828125]
174	2019-06-25	17:07:01	[0.24127197265625, 0.63470458984375, 0.6822509765625, -0.27093505859375]
175	2019-06-25	17:07:01	[0.241455078125, 0.63482666015625, 0.68206787109375, -0.27099609375]
176	2019-06-25	17:07:01	[0.24169921875, 0.6348876953125, 0.68182373046875, -0.2711181640625]
177	2019-06-25	17:07:01	[0.241943359375, 0.635009765625, 0.681640625, -0.27117919921875]
178	2019-06-25	17:07:01	[0.24224853515625, 0.63507080078125, 0.68145751953125, -0.271240234375]
179	2019-06-25	17:07:01	[0.24249267578125, 0.6351318359375, 0.6812744140625, -0.2713623046875]
180	2019-06-25	17:07:01	[0.24273681640625, 0.6351318359375, 0.68115234375, -0.27142333984375]
181	2019-06-25	17:07:01	[0.24298095703125, 0.63507080078125, 0.6810302734375, -0.27154541015625]
182	2019-06-25	17:07:01	[0.2431640625, 0.63507080078125, 0.68096923828125, -0.2716064453125]
183	2019-06-25	17:07:01	[0.24334716796875, 0.63507080078125, 0.68084716796875, -0.2716064453125]
184	2019-06-25	17:07:01	[0.24359130859375, 0.63519287109375, 0.68072509765625, -0.2716064453125]
185	2019-06-25	17:07:01	[0.24383544921875, 0.63531494140625, 0.68048095703125, -0.2716064453125]
186	2019-06-25	17:07:01	[0.24407958984375, 0.635498046875, 0.68023681640625, -0.271484375]
187	2019-06-25	17:07:01	[0.244384765625, 0.63580322265625, 0.679931640625, -0.2713623046875]
188	2019-06-25	17:07:01	[0.2447509765625, 0.63616943359375, 0.67950439453125, -0.27117919921875]
189	2019-06-25	17:07:01	[0.2451171875, 0.63665771484375, 0.6790771484375, -0.27099609375]
190	2019-06-25	17:07:01	[0.2454833984375, 0.6370849609375, 0.6785888671875, -0.27081298828125]
191	2019-06-25	17:07:01	[0.24578857421875, 0.63739013671875, 0.67816162109375, -0.2706298828125]
192	2019-06-25	17:07:01	[0.24609375, 0.6376953125, 0.6778564453125, -0.2705078125]
193	2019-06-25	17:07:01	[0.24639892578125, 0.6378173828125, 0.67767333984375, -0.27044677734375]
194	2019-06-25	17:07:01	[0.24664306640625, 0.63787841796875, 0.67755126953125, -0.2703857421875]
195	2019-06-25	17:07:01	[0.24688720703125, 0.637939453125, 0.67742919921875, -0.27032470703125]
196	2019-06-25	17:07:01	[0.24713134765625, 0.637939453125, 0.6773681640625, -0.27032470703125]
197	2019-06-25	17:07:01	[0.24737548828125, 0.637939453125, 0.67724609375, -0.270263671875]
198	2019-06-25	17:07:01	[0.24755859375, 0.637939453125, 0.67718505859375, -0.270263671875]
199	2019-06-25	17:07:01	[0.24774169921875, 0.6378173828125, 0.67724609375, -0.27032470703125]
200	2019-06-25	17:07:01	[0.24798583984375, 0.63763427734375, 0.67730712890625, -0.27044677734375]
201	2019-06-25	17:07:02	[0.24810791015625, 0.63751220703125, 0.67730712890625, -0.2705078125]
202	2019-06-25	17:07:02	[0.248291015625, 0.63739013671875, 0.6773681640625, -0.27056884765625]
203	2019-06-25	17:07:02	[0.2484130859375, 0.63726806640625, 0.6773681640625, -0.2706298828125]
204	2019-06-25	17:07:02	[0.24859619140625, 0.63714599609375, 0.67742919921875, -0.27069091796875]
205	2019-06-25	17:07:02	[0.248779296875, 0.63702392578125, 0.67742919921875, -0.270751953125]
206	2019-06-25	17:07:02	[0.24896240234375, 0.63690185546875, 0.67742919921875, -0.27081298828125]
207	2019-06-25	17:07:02	[0.2491455078125, 0.6368408203125, 0.67742919921875, -0.2708740234375]
208	2019-06-25	17:07:02	[0.24932861328125, 0.63677978515625, 0.67742919921875, -0.2708740234375]
209	2019-06-25	17:07:02	[0.24951171875, 0.63671875, 0.67742919921875, -0.2708740234375]
210	2019-06-25	17:07:02	[0.249755859375, 0.63665771484375, 0.6773681640625, -0.2708740234375]
211	2019-06-25	17:07:02	[0.25, 0.6365966796875, 0.67730712890625, -0.2708740234375]
212	2019-06-25	17:07:02	[0.250244140625, 0.6365966796875, 0.67724609375, -0.2708740234375]
213	2019-06-25	17:07:02	[0.25048828125, 0.63653564453125, 0.67724609375, -0.27081298828125]
214	2019-06-25	17:07:02	[0.25067138671875, 0.636474609375, 0.67718505859375, -0.27081298828125]
215	2019-06-25	17:07:02	[0.25091552734375, 0.636474609375, 0.67718505859375, -0.270751953125]
216	2019-06-25	17:07:02	[0.2510986328125, 0.636474609375, 0.6771240234375, -0.270751953125]
217	2019-06-25	17:07:02	[0.2513427734375, 0.63641357421875, 0.67706298828125, -0.27069091796875]
218	2019-06-25	17:07:02	[0.25164794921875, 0.636474609375, 0.67694091796875, -0.2706298828125]
219	2019-06-25	17:07:02	[0.25189208984375, 0.636474609375, 0.67681884765625, -0.2706298828125]
220	2019-06-25	17:07:02	[0.252197265625, 0.63653564453125, 0.67669677734375, -0.27056884765625]
221	2019-06-25	17:07:02	[0.25250244140625, 0.63653564453125, 0.67657470703125, -0.27056884765625]
222	2019-06-25	17:07:02	[0.25274658203125, 0.6363525390625, 0.6766357421875, -0.2706298828125]
223	2019-06-25	17:07:02	[0.25299072265625, 0.63604736328125, 0.67681884765625, -0.27069091796875]
224	2019-06-25	17:07:02	[0.25311279296875, 0.6357421875, 0.677001953125, -0.270751953125]
225	2019-06-25	17:07:02	[0.25323486328125, 0.635498046875, 0.6771240234375, -0.27093505859375]
226	2019-06-25	17:07:02	[0.25347900390625, 0.635498046875, 0.67706298828125, -0.27105712890625]
227	2019-06-25	17:07:02	[0.25360107421875, 0.63568115234375, 0.67669677734375, -0.27117919921875]
228	2019-06-25	17:07:02	[0.2532958984375, 0.63555908203125, 0.6767578125, -0.27178955078125]
229	2019-06-25	17:07:02	[0.2528076171875, 0.63458251953125, 0.677490234375, -0.27252197265625]
230	2019-06-25	17:07:02	[0.25238037109375, 0.63330078125, 0.67864990234375, -0.2730712890625]
231	2019-06-25	17:07:02	[0.25213623046875, 0.6319580078125, 0.67987060546875, -0.2734375]
232	2019-06-25	17:07:02	[0.2518310546875, 0.63043212890625, 0.6812744140625, -0.2738037109375]
233	2019-06-25	17:07:02	[0.2513427734375, 0.62835693359375, 0.68304443359375, -0.2744140625]
234	2019-06-25	17:07:02	[0.25054931640625, 0.62554931640625, 0.685546875, -0.275390625]
235	2019-06-25	17:07:02	[0.24951171875, 0.621826171875, 0.68878173828125, -0.27667236328125]
236	2019-06-25	17:07:02	[0.24908447265625, 0.617919921875, 0.69189453125, -0.27801513671875]
237	2019-06-25	17:07:02	[0.249267578125, 0.6146240234375, 0.6944580078125, -0.27886962890625]
238	2019-06-25	17:07:02	[0.250244140625, 0.6124267578125, 0.69580078125, -0.27935791015625]
239	2019-06-25	17:07:02	[0.2518310546875, 0.61151123046875, 0.69598388671875, -0.27947998046875]
240	2019-06-25	17:07:02	[0.2540283203125, 0.6116943359375, 0.69512939453125, -0.27935791015625]
241	2019-06-25	17:07:02	[0.2567138671875, 0.61236572265625, 0.69354248046875, -0.27923583984375]
242	2019-06-25	17:07:02	[0.25946044921875, 0.6131591796875, 0.69183349609375, -0.27935791015625]
243	2019-06-25	17:07:02	[0.2623291015625, 0.6136474609375, 0.690185546875, -0.2796630859375]
244	2019-06-25	17:07:02	[0.26519775390625, 0.61376953125, 0.688720703125, -0.2802734375]
245	2019-06-25	17:07:02	[0.26788330078125, 0.61322021484375, 0.687744140625, -0.28131103515625]
246	2019-06-25	17:07:02	[0.2705078125, 0.61175537109375, 0.68731689453125, -0.28289794921875]
247	2019-06-25	17:07:02	[0.27337646484375, 0.60992431640625, 0.68719482421875, -0.28460693359375]
248	2019-06-25	17:07:02	[0.27642822265625, 0.6080322265625, 0.6868896484375, -0.286376953125]
249	2019-06-25	17:07:02	[0.2796630859375, 0.60626220703125, 0.68634033203125, -0.2882080078125]
250	2019-06-25	17:07:02	[0.2830810546875, 0.60467529296875, 0.685546875, -0.2901611328125]
251	2019-06-25	17:07:02	[0.28662109375, 0.60345458984375, 0.684326171875, -0.29205322265625]
252	2019-06-25	17:07:02	[0.290283203125, 0.6024169921875, 0.682861328125, -0.2939453125]
253	2019-06-25	17:07:02	[0.29388427734375, 0.601318359375, 0.681396484375, -0.29608154296875]
254	2019-06-25	17:07:02	[0.29736328125, 0.60003662109375, 0.6800537109375, -0.2982177734375]
255	2019-06-25	17:07:02	[0.3006591796875, 0.598388671875, 0.67901611328125, -0.30059814453125]
256	2019-06-25	17:07:02	[0.3035888671875, 0.59619140625, 0.678466796875, -0.30340576171875]
257	2019-06-25	17:07:02	[0.30615234375, 0.593505859375, 0.67828369140625, -0.3062744140625]
258	2019-06-25	17:07:02	[0.30841064453125, 0.59063720703125, 0.67840576171875, -0.309326171875]
259	2019-06-25	17:07:02	[0.310302734375, 0.5875244140625, 0.6788330078125, -0.3125]
260	2019-06-25	17:07:02	[0.311767578125, 0.58416748046875, 0.67950439453125, -0.31573486328125]
261	2019-06-25	17:07:02	[0.31298828125, 0.580810546875, 0.68035888671875, -0.3189697265625]
262	2019-06-25	17:07:02	[0.31402587890625, 0.5777587890625, 0.6810302734375, -0.322021484375]
263	2019-06-25	17:07:02	[0.31500244140625, 0.5750732421875, 0.6815185546875, -0.32489013671875]
264	2019-06-25	17:07:02	[0.3157958984375, 0.5728759765625, 0.68170166015625, -0.3275146484375]
265	2019-06-25	17:07:02	[0.31671142578125, 0.57122802734375, 0.68157958984375, -0.329833984375]
266	2019-06-25	17:07:02	[0.31744384765625, 0.5701904296875, 0.68109130859375, -0.33184814453125]
267	2019-06-25	17:07:02	[0.318115234375, 0.569580078125, 0.680419921875, -0.3336181640625]
268	2019-06-25	17:07:02	[0.318603515625, 0.5693359375, 0.67962646484375, -0.3353271484375]
269	2019-06-25	17:07:02	[0.31878662109375, 0.56939697265625, 0.6787109375, -0.33685302734375]
270	2019-06-25	17:07:02	[0.3187255859375, 0.5694580078125, 0.6778564453125, -0.3385009765625]
271	2019-06-25	17:07:02	[0.31866455078125, 0.56951904296875, 0.677001953125, -0.34014892578125]
272	2019-06-25	17:07:02	[0.31878662109375, 0.5699462890625, 0.6759033203125, -0.34149169921875]
273	2019-06-25	17:07:02	[0.31890869140625, 0.57061767578125, 0.67462158203125, -0.3427734375]
274	2019-06-25	17:07:02	[0.31878662109375, 0.5711669921875, 0.67352294921875, -0.34417724609375]
